category,bfs,municipality,provider,price
Typ VII,979,Herzogenbuchsee,EWK Herzogenbuchsee AG,5.72
Typ VII,981,Niederbipp,Sogas AG,6.79
Typ VII,982,Niederönz,EWK Herzogenbuchsee AG,5.72
Typ VII,983,Oberbipp,Sogas AG,6.79
Typ VII,984,Oberönz,EWK Herzogenbuchsee AG,5.72
Typ VII,989,Thörigen,EWK Herzogenbuchsee AG,5.72
Typ VII,10,Obfelden,WWZ Energie AG,8.83
Typ VII,11,Ottenbach,WWZ Energie AG,8.83
Typ VII,112,Bubikon,Gemeindewerke Rüti,5.26
Typ VII,113,Dürnten,Gemeindewerke Rüti,5.26
Typ VII,117,Hinwil,Gemeindewerke Rüti,5.26
Typ VII,119,Seegräben,Stadtwerke Wetzikon,5.60
Typ VII,121,Wetzikon (ZH),Stadtwerke Wetzikon,5.60
Typ VII,131,Adliswil,Energie 360° AG,5.87
Typ VII,133,Horgen,Gemeindewerke Horgen,6.34
Typ VII,135,Kilchberg (ZH),"Gemeinde Kilchberg, Abteilung Tiefbau/Werke",4.61
Typ VII,136,Langnau am Albis,"Gemeinde Thalwil,  Gasversorgung",5.50
Typ VII,137,Oberrieden,"Gemeinde Thalwil,  Gasversorgung",5.50
Typ VII,138,Richterswil,Gas- und Wasserversorgung Richterswil,4.71
Typ VII,139,Rüschlikon,"Gemeinde Thalwil,  Gasversorgung",5.50
Typ VII,14,Wettswil am Albis,Energie 360° AG,5.87
Typ VII,141,Thalwil,"Gemeinde Thalwil,  Gasversorgung",5.50
Typ VII,151,Erlenbach (ZH),Energie 360° AG,5.87
Typ VII,152,Herrliberg,Energie 360° AG,5.87
Typ VII,153,Hombrechtikon,Energie 360° AG,5.87
Typ VII,154,Küsnacht (ZH),Werke am Zürichsee AG Küsnacht,4.56
Typ VII,155,Männedorf,Energie 360° AG,5.87
Typ VII,156,Meilen,Energie 360° AG,5.87
Typ VII,158,Stäfa,Energie 360° AG,5.87
Typ VII,159,Uetikon am See,Energie 360° AG,5.87
Typ VII,161,Zollikon,Werke am Zürichsee AG Zollikon,4.65
Typ VII,172,Fehraltorf,Energie 360° AG,5.87
Typ VII,177,Pfäffikon,Gemeindewerke Pfäffikon ZH,7.01
Typ VII,191,Dübendorf,Glattwerk AG,5.93
Typ VII,193,Fällanden,Energie 360° AG,5.87
Typ VII,194,Greifensee,Energie 360° AG,5.87
Typ VII,195,Maur,Energie 360° AG,5.87
Typ VII,197,Schwerzenbach,Energie 360° AG,5.87
Typ VII,198,Uster,"Energie Uster AG, Elektrizität, Erdgas, Wärme, Wasser",6.92
Typ VII,199,Volketswil,Energie 360° AG,5.87
Typ VII,2,Affoltern am Albis,WWZ Energie AG,8.83
Typ VII,200,Wangen-Brüttisellen,"die werke,  versorgung wallisellen ag",6.43
Typ VII,226,Schlatt (ZH),"SH Power, Schaffhausen",6.98
Typ VII,230,Winterthur,Stadtwerk Winterthur,6.73
Typ VII,242,Birmensdorf (ZH),Energie 360° AG,5.87
Typ VII,243,Dietikon,"die werke, versorgung wallisellen ag",6.43
Typ VII,243,Dietikon,"Stadt Dietikon,Infrastrukturabteilung",4.19
Typ VII,244,Geroldswil,Energie 360° AG,5.87
Typ VII,245,Oberengstringen,Energie 360° AG,5.87
Typ VII,247,Schlieren,Gasversorgung Schlieren,5.57
Typ VII,249,Unterengstringen,Energie 360° AG,5.87
Typ VII,250,Urdorf,Energie 360° AG,5.87
Typ VII,251,Weiningen (ZH),Energie 360° AG,5.87
Typ VII,261,Zürich,Energie 360° AG,5.87
Typ VII,27,Feuerthalen,"SH Power, Schaffhausen",6.98
Typ VII,29,Flurlingen,"SH Power, Schaffhausen",7.01
Typ VII,2919,Stetten (SH),"SH Power, Schaffhausen",6.98
Typ VII,2920,Thayngen,"SH Power, Schaffhausen",6.98
Typ VII,293,Wädenswil,Stadt Wädenswil Werke,6.61
Typ VII,2932,Beringen,"SH Power, Schaffhausen",6.98
Typ VII,2937,Neuhausen am Rheinfall,"SH Power, Schaffhausen",7.01
Typ VII,2939,Schaffhausen,"SH Power, Schaffhausen",6.98
Typ VII,2964,Stein am Rhein,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.46
Typ VII,298,Wiesendangen,Energie 360° AG,5.87
Typ VII,3,Bonstetten,Energie 360° AG,5.87
Typ VII,4001,Aarau,Eniwa AG,7.68
Typ VII,4003,Buchs (AG),Eniwa AG,7.68
Typ VII,4005,Erlinsbach (AG),Eniwa AG,7.63
Typ VII,4006,Gränichen,Eniwa AG,7.63
Typ VII,4008,Küttigen,Eniwa AG,7.63
Typ VII,4009,Muhen,Eniwa AG,7.63
Typ VII,4010,Oberentfelden,Eniwa AG,7.63
Typ VII,4012,Suhr,Eniwa AG,7.63
Typ VII,4013,Unterentfelden,Eniwa AG,7.63
Typ VII,4021,Baden,Regionalwerke AG Baden,8.41
Typ VII,4024,Birmenstorf (AG),Regionalwerke AG Baden,8.41
Typ VII,4026,Ennetbaden,Regionalwerke AG Baden,8.41
Typ VII,4027,Fislisbach,Regionalwerke AG Baden,8.41
Typ VII,4029,Gebenstorf,IBB Energie AG,6.79
Typ VII,4030,Killwangen,Regionalwerke AG Baden,8.41
Typ VII,4032,Mägenwil,IBB Energie AG,6.79
Typ VII,4033,Mellingen,Regionalwerke AG Baden,8.41
Typ VII,4034,Neuenhof,Regionalwerke AG Baden,8.41
Typ VII,4038,Obersiggenthal,Regionalwerke AG Baden,8.41
Typ VII,4040,Spreitenbach,Energie 360° AG,5.87
Typ VII,4042,Turgi,IBB Energie AG,6.79
Typ VII,4044,Untersiggenthal,IBB Energie AG,6.79
Typ VII,4045,Wettingen,Regionalwerke AG Baden,8.21
Typ VII,4046,Wohlenschwil,Regionalwerke AG Baden,8.41
Typ VII,4064,Büttikon,IBW Energie AG,5.88
Typ VII,4065,Dottikon,IBW Energie AG,5.88
Typ VII,4080,Villmergen,IBW Energie AG,5.88
Typ VII,4082,Wohlen (AG),IBW Energie AG,5.88
Typ VII,4092,Birr,IBB Energie AG,6.79
Typ VII,4093,Birrhard,Regionalwerke AG Baden,8.41
Typ VII,4095,Brugg,IBB Energie AG,6.79
Typ VII,4100,Hausen (AG),IBB Energie AG,6.79
Typ VII,4104,Lupfig,IBB Energie AG,6.79
Typ VII,4107,Mülligen,Regionalwerke AG Baden,8.41
Typ VII,4123,Windisch,IBB Energie AG,6.79
Typ VII,4144,Schöftland,Eniwa AG,7.63
Typ VII,4145,Teufenthal (AG),Eniwa AG,7.63
Typ VII,4146,Unterkulm,Eniwa AG,7.63
Typ VII,4193,Brunegg,IBB Energie AG,6.79
Typ VII,4194,Dintikon,IBW Energie AG,5.88
Typ VII,4195,Egliswil,SWL Energie AG,6.21
Typ VII,4197,Hallwil,SWL Energie AG,6.21
Typ VII,4199,Holderbank (AG),IBB Energie AG,6.79
Typ VII,4200,Hunzenschwil,SWL Energie AG,6.21
Typ VII,4203,Möriken-Wildegg,SWL Energie AG,6.21
Typ VII,4204,Niederlenz,SWL Energie AG,6.21
Typ VII,4205,Othmarsingen,SWL Energie AG,6.21
Typ VII,4206,Rupperswil,SWL Energie AG,6.21
Typ VII,4207,Schafisheim,SWL Energie AG,6.21
Typ VII,4208,Seengen,SWL Energie AG,6.21
Typ VII,4209,Seon,SWL Energie AG,6.21
Typ VII,4210,Staufen,SWL Energie AG,6.21
Typ VII,4221,Abtwil,Sankt Galler Stadtwerke,6.81
Typ VII,4228,Boswil,IBW Energie AG,5.88
Typ VII,4240,Waltenschwil,IBW Energie AG,5.88
Typ VII,4275,Kirchleerau,Eniwa AG,7.63
Typ VII,4276,Kölliken,Eniwa AG,7.63
Typ VII,4277,Moosleerau,Eniwa AG,7.63
Typ VII,4284,Staffelbach,Eniwa AG,7.63
Typ VII,4306,Fisibach,Energie 360° AG,5.87
Typ VII,4315,Rekingen (AG),Energie 360° AG,5.87
Typ VII,4323,Bad Zurzach,Energie 360° AG,5.87
Typ VII,5,Hedingen,Energie 360° AG,5.87
Typ VII,51,Bachenbülach,Energie 360° AG,5.87
Typ VII,53,Bülach,Energie 360° AG,5.87
Typ VII,66,Opfikon,Energie 360° AG,5.87
Typ VII,69,Wallisellen,"die werke,  versorgung wallisellen ag",6.43
Typ VII,7,Knonau,WWZ Energie AG,8.83
Typ VII,72,Winkel,Energie 360° AG,5.87
Typ VII,83,Buchs (ZH),Energie 360° AG,5.87
Typ VII,84,Dällikon,Energie 360° AG,5.87
Typ VII,86,Dielsdorf,Energie 360° AG,5.87
Typ VII,9,Mettmenstetten,WWZ Energie AG,8.83
Typ VII,96,Regensdorf,Energie 360° AG,5.87
Typ VII,97,Rümlang,Energie 360° AG,5.87
Typ VII,2401,Egerkingen,Sogas AG,6.79
Typ VII,2402,Härkingen,Sogas AG,6.79
Typ VII,2403,Kestenholz,Sogas AG,6.79
Typ VII,2404,Neuendorf,Sogas AG,6.79
Typ VII,2405,Niederbuchsiten,Sogas AG,6.79
Typ VII,2406,Oberbuchsiten,Sogas AG,6.79
Typ VII,2407,Oensingen,Sogas AG,6.79
Typ VII,2422,Balsthal,Sogas AG,6.79
Typ VII,2491,Hauenstein-Ifenthal,a.en Aare Energie AG,5.85
Typ VII,2495,Niedergösgen,a.en Aare Energie AG,5.85
Typ VII,2497,Obergösgen,a.en Aare Energie AG,5.85
Typ VII,2500,Trimbach,a.en Aare Energie AG,5.85
Typ VII,2503,Erlinsbach (SO),Eniwa AG,7.63
Typ VII,2513,Biberist,Regio Energie Solothurn,5.72
Typ VII,2516,Deitingen,Regio Energie Solothurn,5.72
Typ VII,2517,Derendingen,Regio Energie Solothurn,5.72
Typ VII,2518,Etziken,Regio Energie Solothurn,5.72
Typ VII,2519,Gerlafingen,Regio Energie Solothurn,5.72
Typ VII,2520,Halten,Regio Energie Solothurn,5.72
Typ VII,2525,Kriegstetten,Regio Energie Solothurn,5.72
Typ VII,2527,Luterbach,Regio Energie Solothurn,5.72
Typ VII,2528,Obergerlafingen,Regio Energie Solothurn,5.72
Typ VII,2530,Recherswil,Regio Energie Solothurn,5.72
Typ VII,2532,Subingen,Regio Energie Solothurn,5.72
Typ VII,2534,Zuchwil,Regio Energie Solothurn,5.72
Typ VII,2542,Bellach,Regio Energie Solothurn,5.72
Typ VII,2543,Bettlach,Städtische Werke Grenchen,5.88
Typ VII,2544,Feldbrunnen-St.Niklaus,Regio Energie Solothurn,5.72
Typ VII,2546,Grenchen,Städtische Werke Grenchen,5.88
Typ VII,2550,Langendorf,Regio Energie Solothurn,5.72
Typ VII,2553,Oberdorf (SO),Regio Energie Solothurn,5.72
Typ VII,2555,Rüttenen,Regio Energie Solothurn,5.72
Typ VII,2556,Selzach,Regio Energie Solothurn,5.72
Typ VII,2571,Boningen,a.en Aare Energie AG,5.85
Typ VII,2572,Däniken,a.en Aare Energie AG,5.85
Typ VII,2573,Dulliken,a.en Aare Energie AG,5.85
Typ VII,2576,Gretzenbach,a.en Aare Energie AG,5.85
Typ VII,2578,Gunzgen,a.en Aare Energie AG,5.85
Typ VII,2579,Hägendorf,a.en Aare Energie AG,5.85
Typ VII,2580,Kappel (SO),a.en Aare Energie AG,5.85
Typ VII,2581,Olten,a.en Aare Energie AG,5.85
Typ VII,2582,Rickenbach (SO),a.en Aare Energie AG,5.85
Typ VII,2583,Schönenwerd,a.en Aare Energie AG,5.85
Typ VII,2584,Starrkirch-Wil,a.en Aare Energie AG,5.85
Typ VII,2586,Wangen bei Olten,a.en Aare Energie AG,5.85
Typ VII,2601,Solothurn,Regio Energie Solothurn,5.72
Typ VII,6708,Courrendlin,Régiogaz,7.34
Typ VII,6709,Courroux,Régiogaz,7.34
Typ VII,6710,Courtételle,Régiogaz,7.34
Typ VII,6711,Delémont,Régiogaz,7.34
Typ VII,6721,Rossemaison,Régiogaz,7.34
Typ VII,6774,Boncourt,EDJ Energie du Jura SA,6.61
Typ VIII,1630,Glarus Nord,Energie Zürichsee Linth AG,6.45
Typ VIII,1631,Glarus Süd,Technische Betriebe Glarus,8.44
Typ VIII,1632,Glarus,Technische Betriebe Glarus,8.44
Typ VIII,3001,Herisau,Säntis Energie AG,7.14
Typ VIII,3007,Waldstatt,Säntis Energie AG,7.14
Typ VIII,3022,Gais,GRAVAG Erdgas AG,5.50
Typ VIII,3031,Grub (AR),GRAVAG Erdgas AG,5.50
Typ VIII,3031,Grub (AR),GRAVAG Erdgas AG,5.50
Typ VIII,3032,Heiden,GRAVAG Erdgas AG,5.50
Typ VIII,3033,Lutzenberg,GRAVAG Erdgas AG,5.50
Typ VIII,3034,Rehetobel,GRAVAG Erdgas AG,5.50
Typ VIII,3035,Reute (AR),GRAVAG Erdgas AG,5.50
Typ VIII,3036,Wald (AR),GRAVAG Erdgas AG,5.50
Typ VIII,3037,Walzenhausen,GRAVAG Erdgas AG,5.50
Typ VIII,3038,Wolfhalden,GRAVAG Erdgas AG,5.50
Typ VIII,3101,Appenzell,GRAVAG Erdgas AG,5.50
Typ VIII,3111,Oberegg,GRAVAG Erdgas AG,5.50
Typ VIII,3203,St.Gallen,Sankt Galler Stadtwerke,6.77
Typ VIII,3204,Wittenbach,Sankt Galler Stadtwerke,6.77
Typ VIII,3212,Eggersriet,GRAVAG Erdgas AG,5.50
Typ VIII,3213,Goldach,GRAVAG Erdgas AG,5.50
Typ VIII,3213,Goldach,Technische Betriebe GoldachErdgasversorgung,7.46
Typ VIII,3214,Mörschwil,Sankt Galler Stadtwerke,6.77
Typ VIII,3215,Rorschach,GRAVAG Erdgas AG,5.50
Typ VIII,3215,Rorschach,Sankt Galler Stadtwerke,6.77
Typ VIII,3216,Rorschacherberg,GRAVAG Erdgas AG,5.50
Typ VIII,3217,Steinach,Sankt Galler Stadtwerke,6.77
Typ VIII,3231,Au (SG),GRAVAG Erdgas AG,5.50
Typ VIII,3232,Balgach,GRAVAG Erdgas AG,5.50
Typ VIII,3233,Berneck,GRAVAG Erdgas AG,5.50
Typ VIII,3234,Diepoldsau,GRAVAG Erdgas AG,5.50
Typ VIII,3235,Rheineck,GRAVAG Erdgas AG,5.50
Typ VIII,3236,St.Margrethen,GRAVAG Erdgas AG,5.50
Typ VIII,3236,St.Margrethen,Technische Betriebe Wil,5.75
Typ VIII,3237,Thal,GRAVAG Erdgas AG,5.50
Typ VIII,3238,Widnau,GRAVAG Erdgas AG,5.50
Typ VIII,3251,Altstätten,GRAVAG Erdgas AG,5.50
Typ VIII,3252,Eichberg,GRAVAG Erdgas AG,5.50
Typ VIII,3253,Marbach (SG),GRAVAG Erdgas AG,5.50
Typ VIII,3254,Oberriet (SG),GRAVAG Erdgas AG,5.50
Typ VIII,3255,Rebstein,GRAVAG Erdgas AG,5.50
Typ VIII,3271,Buchs (SG),Säntis Energie AG,7.14
Typ VIII,3272,Gams,GRAVAG Erdgas AG,5.50
Typ VIII,3273,Grabs,GRAVAG Erdgas AG,5.50
Typ VIII,3274,Sennwald,GRAVAG Erdgas AG,5.50
Typ VIII,3275,Sevelen,Säntis Energie AG,7.14
Typ VIII,3276,Wartau,Säntis Energie AG,7.14
Typ VIII,3312,Benken (SG),Energie Zürichsee Linth AG,6.45
Typ VIII,3313,Kaltbrunn,EVK Elektrizitätsversorgung Kaltbrunn AG,8.70
Typ VIII,3338,Schmerikon,Energie Zürichsee Linth AG,6.45
Typ VIII,3339,Uznach,Energie Zürichsee Linth AG,6.45
Typ VIII,3340,Rapperswil-Jona,Energie Zürichsee Linth AG,6.45
Typ VIII,3342,Eschenbach (SG),Energie Zürichsee Linth AG,6.45
Typ VIII,3352,Ebnat-Kappel,Säntis Energie AG,7.14
Typ VIII,3374,Lichtensteig,Säntis Energie AG,7.14
Typ VIII,3379,Wattwil,Säntis Energie AG,7.14
Typ VIII,3392,Kirchberg (SG),Technische Betriebe Wil,5.75
Typ VIII,3393,Lütisburg,Säntis Energie AG,7.14
Typ VIII,3395,Bütschwil-Ganterschwil,Säntis Energie AG,7.14
Typ VIII,3405,Jonschwil,Dorfkorporation Schwarzenbach,5.95
Typ VIII,3423,Niederhelfenschwil,Technische Betriebe Wil,5.75
Typ VIII,3426,Zuzwil (SG),Technische Betriebe Wil,5.75
Typ VIII,3427,Wil (SG),Technische Betriebe Wil,5.75
Typ VIII,3443,Gossau (SG),Stadtwerke Gossau,6.67
Typ VIII,4401,Arbon,Gasversorgung Romanshorn AG,7.77
Typ VIII,4401,Arbon,Sankt Galler Stadtwerke,6.77
Typ VIII,4416,Hefenhofen,Gasversorgung Romanshorn AG,7.77
Typ VIII,4421,Horn,Sankt Galler Stadtwerke,6.77
Typ VIII,4431,Roggwil (TG),Gasversorgung Romanshorn AG,7.77
Typ VIII,4436,Romanshorn,Gasversorgung Romanshorn AG,7.77
Typ VIII,4471,Bischofszell,Gasversorgung Romanshorn AG,7.77
Typ VIII,4471,Bischofszell,Sankt Galler Stadtwerke,6.77
Typ VIII,4476,Erlen,Technische Betriebe Weinfelden AG,5.16
Typ VIII,4486,Hauptwil-Gottshaus,Technische Gemeindebetriebe Hauptwil-Gottshaus,5.60
Typ VIII,4501,Kradolf-Schönenberg,Technische Betriebe Weinfelden AG,5.16
Typ VIII,4506,Sulgen,Technische Betriebe Weinfelden AG,5.16
Typ VIII,4511,Zihlschlacht-Sitterdorf,Gasversorgung Romanshorn AG,7.77
Typ VIII,4551,Aadorf,Technische Betriebe Wil,5.75
Typ VIII,4566,Frauenfeld,"Werkbetriebe Frauenfeld,  Erdgas, Wasser, Strom",5.40
Typ VIII,4591,Matzingen,Werkbetriebe Matzingen,5.50
Typ VIII,4606,Stettfurt,Gasversorgung Stettfurt,4.70
Typ VIII,4656,Güttingen,Gasversorgung der PG Güttingen,5.14
Typ VIII,4671,Kreuzlingen,"Technische Betriebe Kreuzlingen, Elektrizität Erdgas Wasser",7.39
Typ VIII,4683,Lengwil,"Technische Betriebe Kreuzlingen, Elektrizität Erdgas Wasser",7.39
Typ VIII,4691,Münsterlingen,Gasversorgung  Münsterlingen,4.80
Typ VIII,4701,Wäldi,Technische Betriebe Weinfelden AG,5.16
Typ VIII,4711,Affeltrangen,Technische Betriebe Weinfelden AG,5.16
Typ VIII,4716,Bettwiesen,Technische Betriebe Wil,5.75
Typ VIII,4724,Eschlikon,Technische Betriebe Wil,5.75
Typ VIII,4746,Münchwilen (TG),Technische Betriebe Wil,5.75
Typ VIII,4751,Rickenbach (TG),Technische Betriebe Wil,5.75
Typ VIII,4761,Sirnach,Technische Betriebe Wil,5.75
Typ VIII,4776,Tobel-Tägerschen,Technische Betriebe Wil,5.75
Typ VIII,4781,Wängi,Technische Betriebe Wil,5.75
Typ VIII,4786,Wilen (TG),Technische Betriebe Wil,5.75
Typ VIII,4831,Müllheim,Technische Betriebe Weinfelden AG,5.16
Typ VIII,4841,Pfyn,Technische Betriebe Weinfelden AG,5.16
Typ VIII,4891,Berg (TG),Technische Betriebe Weinfelden AG,5.16
Typ VIII,4911,Bürglen (TG),Technische Betriebe Weinfelden AG,5.16
Typ VIII,4921,Bussnang,Technische Betriebe Weinfelden AG,5.16
Typ VIII,4941,Märstetten,Technische Betriebe Weinfelden AG,5.16
Typ VIII,4946,Weinfelden,Technische Betriebe Weinfelden AG,5.16
Typ VIII,4951,Wigoltingen,Technische Betriebe Weinfelden AG,5.16
Typ VIII,2041,Saint-Aubin (FR),Groupe E Celsius,6.55
Typ VIII,2043,Sévaz,Groupe E Celsius,6.55
Typ VIII,2053,Belmont-Broye,Groupe E Celsius,6.55
Typ VIII,2054,Estavayer,Groupe E Celsius,6.55
Typ VIII,2063,Billens-Hennens,Groupe E Celsius,6.55
Typ VIII,2087,Mézières (FR),Groupe E Celsius,6.55
Typ VIII,2096,Romont (FR),Groupe E Celsius,6.55
Typ VIII,2113,Vuisternens-devant-Romont,Groupe E Celsius,6.55
Typ VIII,2125,Bulle (neu),Groupe E Celsius,6.55
Typ VIII,2153,Sorens,Groupe E Celsius,6.55
Typ VIII,2155,Vaulruz,Groupe E Celsius,6.55
Typ VIII,2160,Vuadens,Groupe E Celsius,6.55
Typ VIII,2174,Avry,Groupe E Celsius,6.55
Typ VIII,2175,Belfaux,Groupe E Celsius,6.55
Typ VIII,2183,Corminboeuf,Groupe E Celsius,6.55
Typ VIII,2196,Fribourg,Groupe E Celsius,6.55
Typ VIII,2197,Givisiez,Groupe E Celsius,6.55
Typ VIII,2198,Granges-Paccot,Groupe E Celsius,6.55
Typ VIII,2206,Marly,Groupe E Celsius,6.55
Typ VIII,2208,Matran,Groupe E Celsius,6.55
Typ VIII,2228,Villars-sur-Glâne,Groupe E Celsius,6.55
Typ VIII,2233,Hauterive (FR),Groupe E Celsius,6.55
Typ VIII,2235,La Sonnaz,Groupe E Celsius,6.55
Typ VIII,2250,Courgevaux,Groupe E Celsius,6.55
Typ VIII,2254,Courtepin,Groupe E Celsius,6.55
Typ VIII,2274,Muntelier,Groupe E Celsius,6.55
Typ VIII,2275,Murten,Groupe E Celsius,6.55
Typ VIII,2276,Ried bei Kerzers (neu),Groupe E Celsius,6.55
Typ VIII,2293,Düdingen,Groupe E Celsius,6.55
Typ VIII,2306,Tafers,Groupe E Celsius,6.55
Typ VIII,2338,La Verrerie,Groupe E Celsius,6.55
Typ VIII,5427,Féchy,Services industriels Lausanne,5.58
Typ VIII,5451,Avenches,Groupe E Celsius,6.55
Typ VIII,5458,Faoug,Groupe E Celsius,6.55
Typ VIII,5515,Bretigny-sur-Morrens,Services industriels Lausanne,5.58
Typ VIII,5516,Cugy (VD),Services industriels Lausanne,5.58
Typ VIII,5527,Morrens (VD),Services industriels Lausanne,5.58
Typ VIII,5582,Cheseaux-sur-Lausanne,Services industriels Lausanne,5.58
Typ VIII,5583,Crissier,Services industriels Lausanne,5.58
Typ VIII,5584,Epalinges,Services industriels Lausanne,5.58
Typ VIII,5585,Jouxtens-Mézery,Services industriels Lausanne,5.58
Typ VIII,5586,Lausanne,Services industriels Lausanne,5.58
Typ VIII,5587,Le Mont-sur-Lausanne,Services industriels Lausanne,5.58
Typ VIII,5588,Paudex,Services industriels Lausanne,5.58
Typ VIII,5589,Prilly,Services industriels Lausanne,5.58
Typ VIII,5590,Pully,Services industriels Lausanne,5.58
Typ VIII,5591,Renens (VD),Services industriels Lausanne,5.58
Typ VIII,5592,Romanel-sur-Lausanne,Services industriels Lausanne,5.58
Typ VIII,5606,Lutry,Services industriels Lausanne,5.58
Typ VIII,5623,Buchillon,Services industriels Lausanne,5.58
Typ VIII,5624,Bussigny-près-Lausanne,Services industriels Lausanne,5.58
Typ VIII,5627,Chavannes-près-Renens,Services industriels Lausanne,5.58
Typ VIII,5632,Denges,Services industriels Lausanne,5.58
Typ VIII,5633,Echandens,Services industriels Lausanne,5.58
Typ VIII,5635,Ecublens (VD),Services industriels Lausanne,5.58
Typ VIII,5636,Etoy,Services industriels Lausanne,5.58
Typ VIII,5638,Lonay,Services industriels Lausanne,5.58
Typ VIII,5642,Morges,Services industriels Morges Service du gaz,6.70
Typ VIII,5643,Préverenges,Services industriels Lausanne,5.58
Typ VIII,5646,Saint-Prex,Services industriels Lausanne,5.58
Typ VIII,5648,Saint-Sulpice (VD),Services industriels Lausanne,5.58
Typ VIII,5649,Tolochenaz,Services industriels Lausanne,5.58
Typ VIII,5721,Gland,Services industriels Lausanne,5.58
Typ VIII,5732,Vich,Services industriels Lausanne,5.58
Typ VIII,5741,"L""Abergement",Vo Energies,9.75
Typ VIII,5744,Ballaigues,Vo Energies,9.75
Typ VIII,5750,Les Clées,Vo Energies,9.75
Typ VIII,5755,Lignerolle,Vo Energies,9.75
Typ VIII,5764,Vallorbe,Vo Energies,9.75
Typ VIII,5765,Vaulion,Vo Energies,9.75
Typ VIII,5816,Corcelles-près-Payerne,Groupe E Celsius,6.55
Typ VIII,5822,Payerne,Groupe E Celsius,6.55
Typ VIII,5827,Trey,Groupe E Celsius,6.55
Typ VIII,5853,Bursins,Services industriels Lausanne,5.58
Typ VIII,5856,Essertines-sur-Rolle,Services industriels Lausanne,5.58
Typ VIII,5857,Gilly,Services industriels Lausanne,5.58
Typ VIII,5858,Luins,Services industriels Lausanne,5.58
Typ VIII,5859,Mont-sur-Rolle,Services industriels Lausanne,5.58
Typ VIII,5860,Perroy,Services industriels Lausanne,5.58
Typ VIII,5862,Tartegnin,Services industriels Lausanne,5.58
Typ VIII,5863,Vinzel,Services industriels Lausanne,5.58
Typ VIII,6602,Anières,Services Industriels de Genève SIG,5.46
Typ VIII,6605,Bardonnex,Services Industriels de Genève SIG,5.46
Typ VIII,6606,Bellevue,Services Industriels de Genève SIG,5.46
Typ VIII,6607,Bernex,Services Industriels de Genève SIG,5.46
Typ VIII,6608,Carouge (GE),Services Industriels de Genève SIG,5.46
Typ VIII,6612,Chêne-Bougeries,Services Industriels de Genève SIG,5.46
Typ VIII,6613,Chêne-Bourg,Services Industriels de Genève SIG,5.46
Typ VIII,6614,Choulex,Services Industriels de Genève SIG,5.46
Typ VIII,6616,Collonge-Bellerive,Services Industriels de Genève SIG,5.46
Typ VIII,6617,Cologny,Services Industriels de Genève SIG,5.46
Typ VIII,6618,Confignon,Services Industriels de Genève SIG,5.46
Typ VIII,6619,Corsier (GE),Services Industriels de Genève SIG,5.46
Typ VIII,6620,Dardagny,Services Industriels de Genève SIG,5.46
Typ VIII,6621,Genève,Services Industriels de Genève SIG,5.46
Typ VIII,6622,Genthod,Services Industriels de Genève SIG,5.46
Typ VIII,6623,Le Grand-Saconnex,Services Industriels de Genève SIG,5.46
Typ VIII,6625,Hermance,Services Industriels de Genève SIG,5.46
Typ VIII,6628,Lancy,Services Industriels de Genève SIG,5.46
Typ VIII,6629,Meinier,Services Industriels de Genève SIG,5.46
Typ VIII,6630,Meyrin,Services Industriels de Genève SIG,5.46
Typ VIII,6631,Onex,Services Industriels de Genève SIG,5.46
Typ VIII,6632,Perly-Certoux,Services Industriels de Genève SIG,5.46
Typ VIII,6633,Plan-les-Ouates,Services Industriels de Genève SIG,5.46
Typ VIII,6634,Pregny-Chambésy,Services Industriels de Genève SIG,5.46
Typ VIII,6636,Puplinge,Services Industriels de Genève SIG,5.46
Typ VIII,6637,Russin,Services Industriels de Genève SIG,5.46
Typ VIII,6638,Satigny,Services Industriels de Genève SIG,5.46
Typ VIII,6640,Thônex,Services Industriels de Genève SIG,5.46
Typ VIII,6641,Troinex,Services Industriels de Genève SIG,5.46
Typ VIII,6642,Vandoeuvres,Services Industriels de Genève SIG,5.46
Typ VIII,6643,Vernier,Services Industriels de Genève SIG,5.46
Typ VIII,6644,Versoix,Services Industriels de Genève SIG,5.46
Typ VIII,6645,Veyrier,Services Industriels de Genève SIG,5.46
Typ VIII,1024,Emmen,ewl energie wasser luzern,6.65
Typ VIII,1033,Inwil,ewl energie wasser luzern,6.65
Typ VIII,1040,Rothenburg,ewl energie wasser luzern,6.65
Typ VIII,1054,Ebikon,ewl energie wasser luzern,6.65
Typ VIII,1058,Horw,ewl energie wasser luzern,6.65
Typ VIII,1059,Kriens,ewl energie wasser luzern,6.65
Typ VIII,1061,Luzern,ewl energie wasser luzern,6.65
Typ VIII,1063,Meggen,ewl energie wasser luzern,6.65
Typ VIII,1098,Ruswil,ewl energie wasser luzern,6.65
Typ VIII,1107,Wolhusen,ewl energie wasser luzern,6.65
Typ VIII,1125,Dagmersellen,ewl energie wasser luzern,6.65
Typ VIII,1136,Menznau,ewl energie wasser luzern,6.65
Typ VIII,1137,Nebikon,ewl energie wasser luzern,6.65
Typ VIII,1140,Reiden,ewl energie wasser luzern,6.65
Typ VIII,1331,Küssnacht (SZ),Erdgas Innerschwyz AG,6.65
Typ VIII,1341,Altendorf,Energie Zürichsee Linth AG,6.45
Typ VIII,1342,Galgenen,Energie Zürichsee Linth AG,6.45
Typ VIII,1344,Lachen,Energie Zürichsee Linth AG,6.45
