category,bfs,municipality,provider,price
Typ II,1147,Wikon,StWZ Energie AG,8.90
Typ II,1301,Einsiedeln,Erdgas Einsiedeln AG,9.55
Typ II,1321,Feusisberg,EW Höfe AG,8.62
Typ II,1322,Freienbach,EW Höfe AG,8.62
Typ II,1323,Wollerau,EW Höfe AG,8.62
Typ II,1331,Küssnacht (SZ),Erdgas Innerschwyz AG,11.44
Typ II,1341,Altendorf,Energie Zürichsee Linth AG,9.14
Typ II,1342,Galgenen,Energie Zürichsee Linth AG,9.14
Typ II,1344,Lachen,Energie Zürichsee Linth AG,9.14
Typ II,1345,Reichenburg,Energie Zürichsee Linth AG,9.14
Typ II,1346,Schübelbach,Energie Zürichsee Linth AG,9.14
Typ II,1347,Tuggen,Energie Zürichsee Linth AG,9.14
Typ II,1349,Wangen (SZ),Energie Zürichsee Linth AG,9.14
Typ II,1362,Arth,Erdgas Innerschwyz AG,11.44
Typ II,1364,Ingenbohl,Erdgas Innerschwyz AG,11.44
Typ II,1365,Lauerz,Erdgas Innerschwyz AG,11.44
Typ II,1372,Schwyz,Erdgas Innerschwyz AG,11.44
Typ II,1373,Steinen,Erdgas Innerschwyz AG,11.44
Typ II,1701,Baar,WWZ Energie AG,10.55
Typ II,1702,Cham,WWZ Energie AG,10.55
Typ II,1703,Hünenberg,WWZ Energie AG,10.55
Typ II,1707,Risch,WWZ Energie AG,10.55
Typ II,1708,Steinhausen,WWZ Energie AG,10.55
Typ II,1711,Zug,WWZ Energie AG,10.55
Typ II,3668,Thusis,IBC Energie Wasser Chur,7.80
Typ II,3722,Domat/Ems,IBC Energie Wasser Chur,7.80
Typ II,3901,Chur,IBC Energie Wasser Chur,7.90
Typ II,3945,Trimmis,IBC Energie Wasser Chur,7.80
Typ II,3946,Untervaz,IBC Energie Wasser Chur,7.80
Typ II,3955,Landquart,IBC Energie Wasser Chur,7.70
Typ II,6023,Conthey,OIKEN SA,7.40
Typ II,6024,Nendaz,OIKEN SA,7.40
Typ II,6025,Vétroz,OIKEN SA,7.40
Typ II,6113,Salgesch,OIKEN SA,7.40
Typ II,6136,Martigny,Sinergy Commerce S.A.,6.72
Typ II,6152,Collombey-Muraz,Energiapro SA,11.67
Typ II,6153,Monthey,Energiapro SA,11.67
Typ II,6154,Port-Valais,Energiapro SA,11.67
Typ II,6155,Saint-Gingolph,Energiapro SA,11.67
Typ II,6158,Vionnaz,Energiapro SA,11.67
Typ II,6159,Vouvry,Energiapro SA,11.67
Typ II,6201,Unterbäch,OIKEN SA,7.40
Typ II,6215,Massongex,Energiapro SA,11.67
Typ II,6217,Saint-Maurice,Energiapro SA,11.67
Typ II,6220,Vérossaz,Energiapro SA,11.67
Typ II,6232,Chalais,OIKEN SA,7.40
Typ II,6235,Chippis,OIKEN SA,7.40
Typ II,6238,Grône,OIKEN SA,7.40
Typ II,6239,Icogne,OIKEN SA,7.40
Typ II,6240,Lens,OIKEN SA,7.40
Typ II,6241,Miège,OIKEN SA,7.40
Typ II,6246,Saint-Léonard,OIKEN SA,7.40
Typ II,6248,Sierre,OIKEN SA,7.60
Typ II,6249,Venthône,OIKEN SA,7.40
Typ II,6250,Veyras,OIKEN SA,7.40
Typ II,6253,Crans-Montana,OIKEN SA,7.40
Typ II,6253,Crans-Montana,OIKEN SA,7.40
Typ II,6265,Savièse,OIKEN SA,7.40
Typ II,6266,Sion,OIKEN SA,7.40
Typ II,5002,Bellinzona,Metanord S.A.,10.10
Typ II,5003,Cadenazzo,Metanord S.A.,10.10
Typ II,5141,Agno,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5148,Bedano,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5151,Bioggio,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5162,Cadempino,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5167,Canobbio,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5176,Comano,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5180,Cureglia,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5186,Grancia,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5187,Gravesano,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5189,Lamone,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5192,Lugano,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5194,Manno,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5196,Massagno,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5199,Mezzovico-Vira,Metanord S.A.,10.10
Typ II,5203,Morcote,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5205,Muzzano,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5208,Origlio,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5210,Paradiso,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5214,Porza,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5221,Savosa,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5225,Sorengo,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5227,Torricella-Taverne,Metanord S.A.,10.10
Typ II,5231,Vezia,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5236,"Collina d""Oro",Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5238,Monteceneri,Metanord S.A.,10.10
Typ II,5242,Balerna,AGE SA,8.40
Typ II,5250,Chiasso,AGE SA,8.40
Typ II,5251,Coldrerio,AGE SA,8.40
Typ II,5251,Coldrerio,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5254,Mendrisio,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5254,Mendrisio,Aziende Industriali Mendrisio AIM,8.53
Typ II,5257,Morbio Inferiore,AGE SA,8.40
Typ II,5260,Novazzano,AGE SA,8.40
Typ II,5260,Novazzano,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5263,Riva San Vitale,Aziende Industriali Lugano (AIL) SA,8.38
Typ II,5268,Vacallo,AGE SA,8.40
Typ II,5398,Gambarogno,Metanord S.A.,10.10
Typ II,301,Aarberg,Seelandgas AG,8.90
Typ II,302,Bargen (BE),Seelandgas AG,8.90
Typ II,303,Grossaffoltern,Seelandgas AG,8.90
Typ II,305,Kappelen,Seelandgas AG,8.90
Typ II,306,Lyss,Seelandgas AG,8.90
Typ II,311,Schüpfen,Seelandgas AG,8.90
Typ II,321,Aarwangen,IB Langenthal AG,7.80
Typ II,329,Langenthal,IB Langenthal AG,7.80
Typ II,331,Lotzwil,IB Langenthal AG,7.80
Typ II,332,Madiswil,IB Langenthal AG,7.80
Typ II,342,Thunstetten,IB Langenthal AG,7.80
Typ II,351,Bern,Energie Wasser Bern,10.22
Typ II,353,Bremgarten bei Bern,Energie Wasser Bern,9.82
Typ II,354,Kirchlindach,Energie Wasser Bern,10.11
Typ II,355,Köniz,Energie Wasser Bern,10.32
Typ II,356,Muri bei Bern,Gemeindebetriebe Muri,8.26
Typ II,360,Wohlen bei Bern,Gasversorgung Wohlen,8.74
Typ II,361,Zollikofen,Energie Wasser Bern,10.12
Typ II,362,Ittigen,Energie Wasser Bern,10.12
Typ II,363,Ostermundigen,Energie Wasser Bern,10.12
Typ II,371,Biel/Bienne,"Energie Service Biel/Bienne, Stadt",9.80
Typ II,372,Evilard,"Energie Service Biel/Bienne, Region",9.30
Typ II,381,Arch,Städtische Werke Grenchen,8.11
Typ II,383,Büren an der Aare,Städtische Werke Grenchen,8.11
Typ II,387,Lengnau (BE),Städtische Werke Grenchen,8.11
Typ II,401,Aefligen,Localnet AG,8.20
Typ II,404,Burgdorf,Localnet AG,8.20
Typ II,405,Ersigen,Localnet AG,8.20
Typ II,412,Kirchberg (BE),Localnet AG,8.20
Typ II,415,Lyssach,Localnet AG,8.20
Typ II,418,Oberburg,Localnet AG,8.20
Typ II,420,Rüdtligen-Alchenflüh,Localnet AG,8.20
Typ II,441,Renan (BE),"Ville de St.-Imier, Services techniques",8.62
Typ II,443,Saint-Imier,"Ville de St.-Imier, Services techniques",8.62
Typ II,445,Sonvilier,"Ville de St.-Imier, Services techniques",8.62
Typ II,448,Villeret,"Ville de St.-Imier, Services techniques",8.62
Typ II,533,Bätterkinden,Regio Energie Solothurn,7.73
Typ II,540,Jegenstorf,Localnet AG,8.20
Typ II,544,Moosseedorf,Gasversorgung Grauholz,6.52
Typ II,546,Münchenbuchsee,Energie Wasser Bern,10.22
Typ II,551,Urtenen-Schönbühl,Gasversorgung Urtenen-Schönbühl,7.34
Typ II,552,Utzenstorf,Regio Energie Solothurn,7.73
Typ II,572,Bönigen,IBI Industrielle Betriebe Interlaken,10.73
Typ II,581,Interlaken,Erdgas Thunersee AG,9.38
Typ II,581,Interlaken,IBI Industrielle Betriebe Interlaken,10.73
Typ II,587,Matten bei Interlaken,IBI Industrielle Betriebe Interlaken,10.73
Typ II,593,Unterseen,IBI Industrielle Betriebe Interlaken,10.73
Typ II,612,Konolfingen,Energie Thun AG,8.45
Typ II,733,Brügg,"Energie Service Biel/Bienne, Region",9.30
Typ II,739,Ipsach,"Energie Service Biel/Bienne, Region",9.30
Typ II,743,Nidau,"Energie Service Biel/Bienne, Region",9.30
Typ II,744,Orpund,"Energie Service Biel/Bienne, Region",9.30
Typ II,745,Port,"Energie Service Biel/Bienne, Region",9.30
Typ II,746,Safnern,"Energie Service Biel/Bienne, Region",9.30
Typ II,749,Studen (BE),"Energie Service Biel/Bienne, Region",9.30
Typ II,755,Worben,Seelandgas AG,8.90
Typ II,928,Heimberg,Energie Thun AG,8.45
Typ II,929,Hilterfingen,Energie Thun AG,8.45
Typ II,934,Oberhofen am Thunersee,Energie Thun AG,8.45
Typ II,939,Steffisburg,Energie Thun AG,8.45
Typ II,942,Thun,Energie Thun AG,8.45
Typ II,973,Bollodingen,EWK Herzogenbuchsee AG,7.37
Typ II,977,Heimenhausen,EWK Herzogenbuchsee AG,7.37
Typ II,979,Herzogenbuchsee,EWK Herzogenbuchsee AG,7.37
Typ II,981,Niederbipp,Sogas AG,8.44
Typ II,982,Niederönz,EWK Herzogenbuchsee AG,7.37
Typ II,983,Oberbipp,Sogas AG,8.44
Typ II,984,Oberönz,EWK Herzogenbuchsee AG,7.37
Typ II,989,Thörigen,EWK Herzogenbuchsee AG,7.37
Typ II,10,Obfelden,WWZ Energie AG,10.55
Typ II,11,Ottenbach,WWZ Energie AG,10.55
Typ II,112,Bubikon,Gemeindewerke Rüti,7.13
Typ II,113,Dürnten,Gemeindewerke Rüti,7.13
Typ II,117,Hinwil,Gemeindewerke Rüti,7.13
Typ II,119,Seegräben,Stadtwerke Wetzikon,6.34
Typ II,121,Wetzikon (ZH),Stadtwerke Wetzikon,6.34
Typ II,131,Adliswil,Energie 360° AG,7.95
Typ II,133,Horgen,Gemeindewerke Horgen,7.64
Typ II,135,Kilchberg (ZH),"Gemeinde Kilchberg, Abteilung Tiefbau/Werke",5.60
Typ II,136,Langnau am Albis,"Gemeinde Thalwil,  Gasversorgung",8.10
Typ II,137,Oberrieden,"Gemeinde Thalwil,  Gasversorgung",8.10
Typ II,138,Richterswil,Gas- und Wasserversorgung Richterswil,6.00
Typ II,139,Rüschlikon,"Gemeinde Thalwil,  Gasversorgung",8.10
Typ II,14,Wettswil am Albis,Energie 360° AG,7.95
Typ II,141,Thalwil,"Gemeinde Thalwil,  Gasversorgung",8.10
Typ II,151,Erlenbach (ZH),Energie 360° AG,7.95
Typ II,152,Herrliberg,Energie 360° AG,7.95
Typ II,153,Hombrechtikon,Energie 360° AG,7.95
Typ II,154,Küsnacht (ZH),Werke am Zürichsee AG Küsnacht,7.09
Typ II,155,Männedorf,Energie 360° AG,7.95
Typ II,156,Meilen,Energie 360° AG,7.95
Typ II,158,Stäfa,Energie 360° AG,7.95
Typ II,159,Uetikon am See,Energie 360° AG,7.95
Typ II,161,Zollikon,Werke am Zürichsee AG Zollikon,6.88
Typ II,172,Fehraltorf,Energie 360° AG,7.95
Typ II,177,Pfäffikon,Gemeindewerke Pfäffikon ZH,8.32
Typ II,191,Dübendorf,Glattwerk AG,7.28
Typ II,193,Fällanden,Energie 360° AG,7.95
Typ II,194,Greifensee,Energie 360° AG,7.95
Typ II,195,Maur,Energie 360° AG,7.95
Typ II,197,Schwerzenbach,Energie 360° AG,7.95
Typ II,198,Uster,"Energie Uster AG, Elektrizität, Erdgas, Wärme, Wasser",7.86
Typ II,199,Volketswil,Energie 360° AG,7.95
Typ II,2,Affoltern am Albis,WWZ Energie AG,10.55
Typ II,200,Wangen-Brüttisellen,"die werke,  versorgung wallisellen ag",7.84
Typ II,224,Pfungen,Gasversorgung Pfungen,7.19
Typ II,226,Schlatt (ZH),"SH Power, Schaffhausen",8.34
Typ II,230,Winterthur,Stadtwerk Winterthur,8.30
Typ II,242,Birmensdorf (ZH),Energie 360° AG,7.95
Typ II,243,Dietikon,"die werke, versorgung wallisellen ag",7.84
Typ II,243,Dietikon,"Stadt Dietikon,Infrastrukturabteilung",5.90
Typ II,244,Geroldswil,Energie 360° AG,7.95
Typ II,245,Oberengstringen,Energie 360° AG,7.95
Typ II,247,Schlieren,Gasversorgung Schlieren,7.97
Typ II,249,Unterengstringen,Energie 360° AG,7.95
Typ II,250,Urdorf,Energie 360° AG,7.95
Typ II,251,Weiningen (ZH),Energie 360° AG,7.95
Typ II,261,Zürich,Energie 360° AG,7.95
Typ II,27,Feuerthalen,"SH Power, Schaffhausen",8.34
Typ II,29,Flurlingen,"SH Power, Schaffhausen",8.74
Typ II,2919,Stetten (SH),"SH Power, Schaffhausen",8.34
Typ II,2920,Thayngen,"SH Power, Schaffhausen",8.34
Typ II,293,Wädenswil,Stadt Wädenswil Werke,7.90
Typ II,2932,Beringen,"SH Power, Schaffhausen",8.34
Typ II,2937,Neuhausen am Rheinfall,"SH Power, Schaffhausen",8.74
Typ II,2939,Schaffhausen,"SH Power, Schaffhausen",8.34
Typ II,2964,Stein am Rhein,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,7.74
Typ II,298,Wiesendangen,Energie 360° AG,7.95
Typ II,3,Bonstetten,Energie 360° AG,7.95
Typ II,4001,Aarau,Eniwa AG,9.81
Typ II,4003,Buchs (AG),Eniwa AG,9.81
Typ II,4005,Erlinsbach (AG),Eniwa AG,9.76
Typ II,4006,Gränichen,Eniwa AG,9.76
Typ II,4008,Küttigen,Eniwa AG,9.76
Typ II,4009,Muhen,Eniwa AG,9.76
Typ II,4010,Oberentfelden,Eniwa AG,9.76
Typ II,4012,Suhr,Eniwa AG,9.76
Typ II,4013,Unterentfelden,Eniwa AG,9.76
Typ II,4021,Baden,Regionalwerke AG Baden,10.10
Typ II,4024,Birmenstorf (AG),Regionalwerke AG Baden,10.10
Typ II,4026,Ennetbaden,Regionalwerke AG Baden,10.10
Typ II,4027,Fislisbach,Regionalwerke AG Baden,10.10
Typ II,4029,Gebenstorf,IBB Energie AG,9.90
Typ II,4030,Killwangen,Regionalwerke AG Baden,10.10
Typ II,4032,Mägenwil,IBB Energie AG,9.90
Typ II,4033,Mellingen,Regionalwerke AG Baden,10.10
Typ II,4034,Neuenhof,Regionalwerke AG Baden,10.10
Typ II,4038,Obersiggenthal,Regionalwerke AG Baden,10.10
Typ II,4040,Spreitenbach,Energie 360° AG,7.95
Typ II,4042,Turgi,IBB Energie AG,9.90
Typ II,4044,Untersiggenthal,IBB Energie AG,9.90
Typ II,4045,Wettingen,Regionalwerke AG Baden,9.90
Typ II,4046,Wohlenschwil,Regionalwerke AG Baden,10.10
Typ II,4064,Büttikon,IBW Energie AG,9.56
Typ II,4065,Dottikon,IBW Energie AG,9.56
Typ II,4080,Villmergen,IBW Energie AG,9.56
Typ II,4082,Wohlen (AG),IBW Energie AG,9.56
Typ II,4092,Birr,IBB Energie AG,9.90
Typ II,4093,Birrhard,Regionalwerke AG Baden,10.10
Typ II,4095,Brugg,IBB Energie AG,9.90
Typ II,4100,Hausen (AG),IBB Energie AG,9.90
Typ II,4104,Lupfig,IBB Energie AG,9.90
Typ II,4107,Mülligen,Regionalwerke AG Baden,10.10
Typ II,4123,Windisch,IBB Energie AG,9.90
Typ II,4144,Schöftland,Eniwa AG,9.76
Typ II,4145,Teufenthal (AG),Eniwa AG,9.76
Typ II,4146,Unterkulm,Eniwa AG,9.76
Typ II,4161,Eiken,IWB,9.09
Typ II,4163,Frick,IWB,9.24
Typ II,4165,Gipf-Oberfrick,IWB,9.24
Typ II,4169,Kaisten,IWB,9.09
Typ II,4175,Oeschgen,IWB,9.24
Typ II,4177,Sisseln,IWB,9.09
Typ II,4193,Brunegg,IBB Energie AG,9.90
Typ II,4194,Dintikon,IBW Energie AG,9.56
Typ II,4195,Egliswil,SWL Energie AG,10.49
Typ II,4197,Hallwil,SWL Energie AG,10.49
Typ II,4199,Holderbank (AG),IBB Energie AG,9.90
Typ II,4200,Hunzenschwil,SWL Energie AG,10.49
Typ II,4203,Möriken-Wildegg,SWL Energie AG,10.49
Typ II,4204,Niederlenz,SWL Energie AG,10.49
Typ II,4205,Othmarsingen,SWL Energie AG,10.49
Typ II,4206,Rupperswil,SWL Energie AG,10.49
Typ II,4207,Schafisheim,SWL Energie AG,10.49
Typ II,4208,Seengen,SWL Energie AG,10.49
Typ II,4209,Seon,SWL Energie AG,10.49
Typ II,4210,Staufen,SWL Energie AG,10.49
Typ II,4221,Abtwil,Sankt Galler Stadtwerke,8.78
Typ II,4228,Boswil,IBW Energie AG,9.56
Typ II,4240,Waltenschwil,IBW Energie AG,9.56
Typ II,4252,Kaiseraugst,IWB,9.24
Typ II,4254,Möhlin,IWB,9.24
Typ II,4258,Rheinfelden,IWB,9.24
Typ II,4261,Wallbach,IWB,9.24
Typ II,4271,Aarburg,StWZ Energie AG,8.90
Typ II,4274,Brittnau,StWZ Energie AG,8.90
Typ II,4275,Kirchleerau,Eniwa AG,9.76
Typ II,4276,Kölliken,Eniwa AG,9.76
Typ II,4277,Moosleerau,Eniwa AG,9.76
Typ II,4280,Oftringen,StWZ Energie AG,8.90
Typ II,4282,Rothrist,StWZ Energie AG,8.90
Typ II,4283,Safenwil,StWZ Energie AG,8.90
Typ II,4284,Staffelbach,Eniwa AG,9.76
Typ II,4285,Strengelbach,StWZ Energie AG,8.90
Typ II,4289,Zofingen,StWZ Energie AG,8.90
Typ II,4306,Fisibach,Energie 360° AG,7.95
Typ II,4315,Rekingen (AG),Energie 360° AG,7.95
Typ II,4323,Bad Zurzach,Energie 360° AG,7.95
Typ II,5,Hedingen,Energie 360° AG,7.95
Typ II,51,Bachenbülach,Energie 360° AG,7.95
Typ II,53,Bülach,Energie 360° AG,7.95
Typ II,62,Kloten,Industrielle Betriebe Kloten AG,9.95
Typ II,66,Opfikon,Energie 360° AG,7.95
Typ II,69,Wallisellen,"die werke,  versorgung wallisellen ag",7.84
Typ II,7,Knonau,WWZ Energie AG,10.55
Typ II,72,Winkel,Energie 360° AG,7.95
Typ II,83,Buchs (ZH),Energie 360° AG,7.95
Typ II,84,Dällikon,Energie 360° AG,7.95
Typ II,86,Dielsdorf,Energie 360° AG,7.95
Typ II,9,Mettmenstetten,WWZ Energie AG,10.55
Typ II,96,Regensdorf,Energie 360° AG,7.95
Typ II,97,Rümlang,Energie 360° AG,7.95
Typ II,2401,Egerkingen,Sogas AG,8.44
Typ II,2402,Härkingen,Sogas AG,8.44
Typ II,2403,Kestenholz,Sogas AG,8.44
Typ II,2404,Neuendorf,Sogas AG,8.44
Typ II,2405,Niederbuchsiten,Sogas AG,8.44
Typ II,2406,Oberbuchsiten,Sogas AG,8.44
Typ II,2407,Oensingen,Sogas AG,8.44
Typ II,2422,Balsthal,Sogas AG,8.44
Typ II,2473,Dornach,IWB,9.24
Typ II,2491,Hauenstein-Ifenthal,a.en Aare Energie AG,8.93
Typ II,2495,Niedergösgen,a.en Aare Energie AG,8.93
Typ II,2497,Obergösgen,a.en Aare Energie AG,8.93
Typ II,2500,Trimbach,a.en Aare Energie AG,8.93
Typ II,2503,Erlinsbach (SO),Eniwa AG,9.76
Typ II,2513,Biberist,Regio Energie Solothurn,7.73
Typ II,2516,Deitingen,Regio Energie Solothurn,7.73
Typ II,2517,Derendingen,Regio Energie Solothurn,7.73
Typ II,2518,Etziken,Regio Energie Solothurn,7.73
Typ II,2519,Gerlafingen,Regio Energie Solothurn,7.73
Typ II,2520,Halten,Regio Energie Solothurn,7.73
Typ II,2525,Kriegstetten,Regio Energie Solothurn,7.73
Typ II,2527,Luterbach,Regio Energie Solothurn,7.73
Typ II,2528,Obergerlafingen,Regio Energie Solothurn,7.73
Typ II,2530,Recherswil,Regio Energie Solothurn,7.73
Typ II,2532,Subingen,Regio Energie Solothurn,7.73
Typ II,2534,Zuchwil,Regio Energie Solothurn,7.73
Typ II,2542,Bellach,Regio Energie Solothurn,7.73
Typ II,2543,Bettlach,Städtische Werke Grenchen,8.11
Typ II,2544,Feldbrunnen-St.Niklaus,Regio Energie Solothurn,7.73
Typ II,2546,Grenchen,Städtische Werke Grenchen,8.11
Typ II,2550,Langendorf,Regio Energie Solothurn,7.73
Typ II,2553,Oberdorf (SO),Regio Energie Solothurn,7.73
Typ II,2555,Rüttenen,Regio Energie Solothurn,7.73
Typ II,2556,Selzach,Regio Energie Solothurn,7.73
Typ II,2571,Boningen,a.en Aare Energie AG,8.93
Typ II,2572,Däniken,a.en Aare Energie AG,8.93
Typ II,2573,Dulliken,a.en Aare Energie AG,8.93
Typ II,2576,Gretzenbach,a.en Aare Energie AG,8.93
Typ II,2578,Gunzgen,a.en Aare Energie AG,8.93
Typ II,2579,Hägendorf,a.en Aare Energie AG,8.93
Typ II,2580,Kappel (SO),a.en Aare Energie AG,8.93
Typ II,2581,Olten,a.en Aare Energie AG,8.93
Typ II,2582,Rickenbach (SO),a.en Aare Energie AG,8.93
Typ II,2583,Schönenwerd,a.en Aare Energie AG,8.93
Typ II,2584,Starrkirch-Wil,a.en Aare Energie AG,8.93
Typ II,2585,Walterswil (SO),StWZ Energie AG,8.90
Typ II,2586,Wangen bei Olten,a.en Aare Energie AG,8.93
Typ II,2601,Solothurn,Regio Energie Solothurn,7.73
Typ II,2701,Basel,IWB,9.19
Typ II,2702,Bettingen,IWB,9.19
Typ II,2703,Riehen,IWB,9.19
Typ II,2761,Aesch (BL),IWB,9.24
Typ II,2762,Allschwil,IWB,9.24
Typ II,2763,Arlesheim,IWB,9.24
Typ II,2765,Binningen,IWB,9.24
Typ II,2766,Birsfelden,IWB,9.24
Typ II,2767,Bottmingen,IWB,9.24
Typ II,2768,Ettingen,IWB,9.24
Typ II,2769,Münchenstein,IWB,9.24
Typ II,2770,Muttenz,IWB,9.24
Typ II,2771,Oberwil (BL),IWB,9.24
Typ II,2772,Pfeffingen,IWB,9.24
Typ II,2773,Reinach (BL),IWB,9.24
Typ II,2774,Schönenbuch,IWB,9.24
Typ II,2775,Therwil,IWB,9.24
Typ II,2785,Duggingen,IWB,9.09
Typ II,2822,Augst,IWB,9.24
Typ II,2824,Frenkendorf,IWB,9.24
Typ II,2825,Füllinsdorf,IWB,9.24
Typ II,2828,Lausen,IWB,9.24
Typ II,2829,Liestal,IWB,9.24
Typ II,2831,Pratteln,IWB,9.24
Typ II,2849,Itingen,IWB,9.09
Typ II,6708,Courrendlin,Régiogaz,9.21
Typ II,6709,Courroux,Régiogaz,9.21
Typ II,6710,Courtételle,Régiogaz,9.21
Typ II,6711,Delémont,Régiogaz,9.21
Typ II,6721,Rossemaison,Régiogaz,9.21
Typ III,1630,Glarus Nord,Energie Zürichsee Linth AG,8.22
Typ III,1630,Glarus Nord,Technische Betriebe Glarus Nord,9.58
Typ III,1631,Glarus Süd,Technische Betriebe Glarus,10.71
Typ III,1632,Glarus,Technische Betriebe Glarus,10.71
Typ III,3001,Herisau,Säntis Energie AG,8.14
Typ III,3007,Waldstatt,Säntis Energie AG,8.14
Typ III,3022,Gais,GRAVAG Erdgas AG,8.70
Typ III,3031,Grub (AR),GRAVAG Erdgas AG,8.70
Typ III,3031,Grub (AR),GRAVAG Erdgas AG,8.70
Typ III,3032,Heiden,GRAVAG Erdgas AG,8.70
Typ III,3033,Lutzenberg,GRAVAG Erdgas AG,8.70
Typ III,3034,Rehetobel,GRAVAG Erdgas AG,8.70
Typ III,3035,Reute (AR),GRAVAG Erdgas AG,8.70
Typ III,3036,Wald (AR),GRAVAG Erdgas AG,8.70
Typ III,3037,Walzenhausen,GRAVAG Erdgas AG,8.70
Typ III,3038,Wolfhalden,GRAVAG Erdgas AG,8.70
Typ III,3101,Appenzell,GRAVAG Erdgas AG,8.70
Typ III,3111,Oberegg,GRAVAG Erdgas AG,8.70
Typ III,3203,St.Gallen,Sankt Galler Stadtwerke,8.55
Typ III,3204,Wittenbach,Sankt Galler Stadtwerke,8.55
Typ III,3212,Eggersriet,GRAVAG Erdgas AG,8.70
Typ III,3213,Goldach,GRAVAG Erdgas AG,8.70
Typ III,3213,Goldach,Technische Betriebe GoldachErdgasversorgung,8.20
Typ III,3214,Mörschwil,Sankt Galler Stadtwerke,8.55
Typ III,3215,Rorschach,GRAVAG Erdgas AG,8.70
Typ III,3215,Rorschach,Sankt Galler Stadtwerke,8.55
Typ III,3216,Rorschacherberg,GRAVAG Erdgas AG,8.70
Typ III,3217,Steinach,Sankt Galler Stadtwerke,8.55
Typ III,3231,Au (SG),GRAVAG Erdgas AG,8.70
Typ III,3232,Balgach,GRAVAG Erdgas AG,8.70
Typ III,3233,Berneck,GRAVAG Erdgas AG,8.70
Typ III,3234,Diepoldsau,GRAVAG Erdgas AG,8.70
Typ III,3235,Rheineck,GRAVAG Erdgas AG,8.70
Typ III,3236,St.Margrethen,GRAVAG Erdgas AG,8.70
Typ III,3236,St.Margrethen,Technische Betriebe Wil,6.69
Typ III,3237,Thal,GRAVAG Erdgas AG,8.70
Typ III,3238,Widnau,GRAVAG Erdgas AG,8.70
Typ III,3251,Altstätten,GRAVAG Erdgas AG,8.70
Typ III,3252,Eichberg,GRAVAG Erdgas AG,8.70
Typ III,3253,Marbach (SG),GRAVAG Erdgas AG,8.70
Typ III,3254,Oberriet (SG),GRAVAG Erdgas AG,8.70
Typ III,3255,Rebstein,GRAVAG Erdgas AG,8.70
Typ III,3271,Buchs (SG),Säntis Energie AG,8.14
Typ III,3272,Gams,GRAVAG Erdgas AG,8.70
Typ III,3273,Grabs,GRAVAG Erdgas AG,8.70
Typ III,3274,Sennwald,GRAVAG Erdgas AG,8.70
Typ III,3275,Sevelen,Säntis Energie AG,8.14
Typ III,3276,Wartau,Säntis Energie AG,8.14
Typ III,3291,Bad Ragaz,EVS Erdgasversorgung Sarganserland AG,8.28
Typ III,3292,Flums,EVS Erdgasversorgung Sarganserland AG,8.28
Typ III,3293,Mels,EVS Erdgasversorgung Sarganserland AG,8.28
Typ III,3296,Sargans,EVS Erdgasversorgung Sarganserland AG,8.28
Typ III,3297,Vilters-Wangs,EVS Erdgasversorgung Sarganserland AG,8.28
Typ III,3312,Benken (SG),Energie Zürichsee Linth AG,8.22
Typ III,3313,Kaltbrunn,EVK Elektrizitätsversorgung Kaltbrunn AG,9.36
Typ III,3315,Schänis,Energieversorgung Schänis AG,9.30
Typ III,3338,Schmerikon,Energie Zürichsee Linth AG,8.22
